station,valid,date,precip_in,cloud_base_ft,beam_ft,best_radar,cat,temp_f_sfc,dwpf_sfc,vsby,temp_at_beam_c,temp_at_base_c,freezing_ft,pw_mm,lapse_3k,cloud_phase,beam_vs_freeze
N79,2026-03-03 23:15,2026-03-03,0.01,,5431,KDIX,no_ceiling,35.6,35.6,7.0,3.89,,0,20.6,1.17,warm,above_freeze
CXY,2026-03-03 23:23,2026-03-03,0.03,300.0,8413,KLWX,beam_in_cloud,34.0,34.0,0.5,-2.58,-0.81,0,20.6,1.17,mixed,above_freeze
CXY,2026-03-03 23:31,2026-03-03,0.04,500.0,8413,KLWX,beam_in_cloud,34.0,34.0,0.5,-2.58,-1.34,0,20.6,1.17,mixed,above_freeze
THV,2026-03-03 23:34,2026-03-03,0.04,900.0,5874,KLWX,beam_in_cloud,35.0,35.0,5.0,2.58,-2.08,0,20.6,1.17,warm,above_freeze
HZL,2026-03-03 23:35,2026-03-03,0.01,300.0,7429,KBGM,beam_in_cloud,33.8,32.0,7.0,-0.94,-0.81,0,20.6,1.17,mixed,above_freeze
N79,2026-03-03 23:35,2026-03-03,0.03,,5431,KDIX,no_ceiling,35.6,35.6,6.0,3.89,,0,20.6,1.17,warm,above_freeze
LNS,2026-03-03 23:38,2026-03-03,0.04,300.0,9420,KDIX,beam_in_cloud,36.0,35.0,1.25,-4.37,-0.81,0,20.6,1.17,mixed,above_freeze
MDT,2026-03-03 23:40,2026-03-03,0.05,500.0,8493,KLWX,beam_in_cloud,35.0,35.0,0.25,-2.73,-1.34,0,20.6,1.17,mixed,above_freeze
CXY,2026-03-03 23:43,2026-03-03,0.05,1300.0,8413,KLWX,beam_in_cloud,35.0,34.0,0.5,-2.58,-2.46,0,20.6,1.17,mixed,above_freeze
SEG,2026-03-03 23:46,2026-03-03,0.03,700.0,6608,KCCX,beam_in_cloud,34.0,32.0,5.0,0.47,-1.81,0,20.6,1.17,warm,above_freeze
THV,2026-03-03 23:48,2026-03-03,0.05,700.0,5874,KLWX,beam_in_cloud,35.6,35.6,5.0,2.58,-1.81,0,20.6,1.17,warm,above_freeze
SEG,2026-03-03 23:53,2026-03-03,0.04,700.0,6608,KCCX,beam_in_cloud,34.0,32.0,5.0,0.47,-1.81,0,20.6,1.17,warm,above_freeze
THV,2026-03-03 23:53,2026-03-03,0.06,700.0,5874,KLWX,beam_in_cloud,35.0,35.0,5.0,2.58,-1.81,0,20.6,1.17,warm,above_freeze
LNS,2026-03-03 23:53,2026-03-03,0.05,300.0,9420,KDIX,beam_in_cloud,36.0,36.0,1.75,-4.37,-0.81,0,20.6,1.17,mixed,above_freeze
RDG,2026-03-03 23:54,2026-03-03,0.03,400.0,7642,KDIX,beam_in_cloud,37.0,35.0,1.0,-1.3,-1.08,0,20.6,1.17,mixed,above_freeze
HZL,2026-03-03 23:55,2026-03-03,0.01,300.0,7429,KBGM,beam_in_cloud,33.8,32.0,7.0,-0.94,-0.81,0,20.6,1.17,mixed,above_freeze
ZER,2026-03-03 23:55,2026-03-03,0.02,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,0.75,-2.89,-0.27,0,20.6,1.17,mixed,above_freeze
N79,2026-03-03 23:55,2026-03-03,0.05,,5431,KDIX,no_ceiling,35.4,35.4,7.0,3.89,,0,20.6,1.17,warm,above_freeze
CXY,2026-03-03 23:56,2026-03-03,0.05,1300.0,8413,KLWX,beam_in_cloud,35.0,34.0,0.75,-2.58,-2.46,0,20.6,1.17,mixed,above_freeze
MDT,2026-03-03 23:56,2026-03-03,0.06,700.0,8493,KLWX,beam_in_cloud,35.0,35.0,0.25,-2.73,-1.81,0,20.6,1.17,mixed,above_freeze
RDG,2026-03-04 00:11,2026-03-04,0.02,300.0,7642,KDIX,beam_in_cloud,37.0,35.0,0.75,0.34,3.32,7925,27.0,2.16,warm,bright_band
CXY,2026-03-04 00:13,2026-03-04,0.02,700.0,8413,KLWX,beam_in_cloud,35.0,34.0,0.75,-0.55,2.78,7925,27.0,2.16,mixed,above_freeze
HZL,2026-03-04 00:15,2026-03-04,0.01,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,7.0,0.88,2.95,7925,27.0,2.16,warm,bright_band
ZER,2026-03-04 00:15,2026-03-04,0.01,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,1.0,-0.74,4.04,7925,27.0,2.16,mixed,above_freeze
SEG,2026-03-04 00:18,2026-03-04,0.02,1000.0,6608,KCCX,beam_in_cloud,34.0,32.0,5.0,3.07,2.43,7925,27.0,2.16,warm,bright_band
THV,2026-03-04 00:18,2026-03-04,0.01,500.0,5874,KLWX,beam_in_cloud,36.0,35.0,5.0,4.54,2.95,7925,27.0,2.16,warm,below_freeze
LNS,2026-03-04 00:19,2026-03-04,0.03,500.0,9420,KDIX,beam_in_cloud,36.0,35.0,1.0,-1.68,2.95,7925,27.0,2.16,mixed,above_freeze
LNS,2026-03-04 00:29,2026-03-04,0.03,500.0,9420,KDIX,beam_in_cloud,36.0,35.0,0.75,-1.68,2.95,7925,27.0,2.16,mixed,above_freeze
THV,2026-03-04 00:31,2026-03-04,0.02,600.0,5874,KLWX,beam_in_cloud,36.0,35.0,6.0,4.54,2.87,7925,27.0,2.16,warm,below_freeze
MDT,2026-03-04 00:33,2026-03-04,0.02,400.0,8493,KLWX,beam_in_cloud,35.0,35.0,0.25,-0.64,3.0,7925,27.0,2.16,mixed,above_freeze
LNS,2026-03-04 00:35,2026-03-04,0.04,1100.0,9420,KDIX,beam_in_cloud,36.0,35.0,1.0,-1.68,2.32,7925,27.0,2.16,mixed,above_freeze
HZL,2026-03-04 00:35,2026-03-04,0.02,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,10.0,0.88,2.95,7925,27.0,2.16,warm,bright_band
ZER,2026-03-04 00:35,2026-03-04,0.02,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,0.5,-0.74,4.04,7925,27.0,2.16,mixed,above_freeze
N79,2026-03-04 00:35,2026-03-04,0.04,,5431,KDIX,no_ceiling,35.4,35.4,6.0,5.45,,7925,27.0,2.16,warm,below_freeze
CXY,2026-03-04 00:42,2026-03-04,0.02,400.0,8413,KLWX,beam_in_cloud,35.0,34.0,0.75,-0.55,3.0,7925,27.0,2.16,mixed,above_freeze
THV,2026-03-04 00:43,2026-03-04,0.02,1200.0,5874,KLWX,beam_in_cloud,36.0,35.0,6.0,4.54,2.2,7925,27.0,2.16,warm,below_freeze
LNS,2026-03-04 00:44,2026-03-04,0.04,600.0,9420,KDIX,beam_in_cloud,36.0,35.0,1.0,-1.68,2.87,7925,27.0,2.16,mixed,above_freeze
SEG,2026-03-04 00:48,2026-03-04,0.03,800.0,6608,KCCX,beam_in_cloud,33.8,32.0,6.0,3.07,2.67,7925,27.0,2.16,warm,bright_band
LNS,2026-03-04 00:51,2026-03-04,0.04,800.0,9420,KDIX,beam_in_cloud,35.6,35.6,3.0,-1.68,2.67,7925,27.0,2.16,mixed,above_freeze
SEG,2026-03-04 00:53,2026-03-04,0.03,800.0,6608,KCCX,beam_in_cloud,34.0,32.0,7.0,3.07,2.67,7925,27.0,2.16,warm,bright_band
THV,2026-03-04 00:53,2026-03-04,0.03,1200.0,5874,KLWX,beam_in_cloud,36.0,35.0,6.0,4.54,2.2,7925,27.0,2.16,warm,below_freeze
LNS,2026-03-04 00:53,2026-03-04,0.04,800.0,9420,KDIX,beam_in_cloud,36.0,36.0,4.0,-1.68,2.67,7925,27.0,2.16,mixed,above_freeze
RDG,2026-03-04 00:54,2026-03-04,0.07,300.0,7642,KDIX,beam_in_cloud,37.0,35.0,0.75,0.34,3.32,7925,27.0,2.16,warm,bright_band
HZL,2026-03-04 00:55,2026-03-04,0.03,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,7.0,0.88,2.95,7925,27.0,2.16,warm,bright_band
ZER,2026-03-04 00:55,2026-03-04,0.03,100.0,8582,KCCX,beam_in_cloud,32.0,32.0,0.25,-0.74,4.04,7925,27.0,2.16,mixed,above_freeze
N79,2026-03-04 00:55,2026-03-04,0.06,,5431,KDIX,no_ceiling,35.4,35.4,8.0,5.45,,7925,27.0,2.16,warm,below_freeze
CXY,2026-03-04 00:56,2026-03-04,0.03,1300.0,8413,KLWX,beam_in_cloud,35.0,34.0,0.75,-0.55,2.34,7925,27.0,2.16,mixed,above_freeze
MDT,2026-03-04 00:56,2026-03-04,0.03,400.0,8493,KLWX,beam_in_cloud,35.0,35.0,0.75,-0.64,3.0,7925,27.0,2.16,mixed,above_freeze
RDG,2026-03-04 01:03,2026-03-04,0.01,1100.0,7642,KDIX,beam_in_cloud,37.0,35.0,1.75,0.34,2.32,7925,27.0,2.16,warm,bright_band
THV,2026-03-04 01:12,2026-03-04,0.01,600.0,5874,KLWX,beam_in_cloud,36.0,35.0,5.0,4.54,2.87,7925,27.0,2.16,warm,below_freeze
RDG,2026-03-04 01:15,2026-03-04,0.02,900.0,7642,KDIX,beam_in_cloud,37.0,34.0,1.5,0.34,2.55,7925,27.0,2.16,warm,bright_band
RDG,2026-03-04 01:37,2026-03-04,0.03,800.0,7642,KDIX,beam_in_cloud,38.0,35.0,2.0,0.34,2.67,7925,27.0,2.16,warm,bright_band
THV,2026-03-04 01:53,2026-03-04,0.01,600.0,5874,KLWX,beam_in_cloud,36.0,35.0,9.0,4.54,2.87,7925,27.0,2.16,warm,below_freeze
LNS,2026-03-04 01:53,2026-03-04,0.02,,9420,KDIX,no_ceiling,36.0,35.0,8.0,-1.68,,7925,27.0,2.16,mixed,above_freeze
RDG,2026-03-04 01:54,2026-03-04,0.03,800.0,7642,KDIX,beam_in_cloud,38.0,36.0,3.0,0.34,2.67,7925,27.0,2.16,warm,bright_band
MDT,2026-03-04 01:56,2026-03-04,0.01,400.0,8493,KLWX,beam_in_cloud,35.0,35.0,0.75,-0.64,3.0,7925,27.0,2.16,mixed,above_freeze
RDG,2026-03-04 03:04,2026-03-04,0.01,900.0,7642,KDIX,beam_in_cloud,38.0,36.0,4.0,0.34,2.55,7925,27.0,2.16,warm,bright_band
RDG,2026-03-04 03:27,2026-03-04,0.01,1100.0,7642,KDIX,beam_in_cloud,38.0,36.0,3.0,0.34,2.32,7925,27.0,2.16,warm,bright_band
HZL,2026-03-04 03:35,2026-03-04,0.01,300.0,7429,KBGM,beam_in_cloud,33.8,32.0,2.5,0.88,3.32,7925,27.0,2.16,warm,bright_band
RDG,2026-03-04 03:52,2026-03-04,0.01,900.0,7642,KDIX,beam_in_cloud,37.4,35.6,4.0,0.34,2.55,7925,27.0,2.16,warm,bright_band
THV,2026-03-04 03:53,2026-03-04,0.01,700.0,5874,KLWX,beam_in_cloud,37.0,36.0,2.5,4.54,2.78,7925,27.0,2.16,warm,below_freeze
RDG,2026-03-04 03:54,2026-03-04,0.01,900.0,7642,KDIX,beam_in_cloud,38.0,36.0,4.0,0.34,2.55,7925,27.0,2.16,warm,bright_band
HZL,2026-03-04 03:55,2026-03-04,0.01,300.0,7429,KBGM,beam_in_cloud,33.8,32.0,2.5,0.88,3.32,7925,27.0,2.16,warm,bright_band
MUI,2026-03-04 03:55,2026-03-04,0.01,300.0,9189,KCCX,beam_in_cloud,35.6,35.0,4.0,-1.42,3.32,7925,27.0,2.16,mixed,above_freeze
THV,2026-03-04 10:48,2026-03-04,0.01,300.0,5874,KLWX,beam_in_cloud,37.4,35.6,1.0,6.77,6.99,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 10:53,2026-03-04,0.01,300.0,5874,KLWX,beam_in_cloud,37.0,37.0,1.0,6.77,6.99,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 13:40,2026-03-04,0.01,1500.0,5874,KLWX,beam_in_cloud,39.0,38.0,1.75,6.77,14.14,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 13:48,2026-03-04,0.01,1500.0,5874,KLWX,beam_in_cloud,39.2,37.4,2.5,6.77,14.14,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 13:53,2026-03-04,0.01,1500.0,5874,KLWX,beam_in_cloud,39.0,38.0,3.0,6.77,14.14,8941,25.9,2.59,warm,below_freeze
CXY,2026-03-04 13:56,2026-03-04,0.01,2100.0,8413,KLWX,beam_in_cloud,39.0,37.0,2.0,1.18,12.9,8941,25.9,2.59,warm,bright_band
LNS,2026-03-04 14:53,2026-03-04,0.01,2400.0,9420,KDIX,beam_in_cloud,40.0,38.0,2.5,-1.18,12.16,8941,25.9,2.59,mixed,above_freeze
LNS,2026-03-04 15:53,2026-03-04,0.01,2500.0,9420,KDIX,beam_in_cloud,41.0,39.0,2.5,-1.18,11.91,8941,25.9,2.59,mixed,above_freeze
MDT,2026-03-04 15:56,2026-03-04,0.01,2200.0,8493,KLWX,beam_in_cloud,40.0,38.0,3.0,1.0,12.65,8941,25.9,2.59,warm,bright_band
CXY,2026-03-04 16:29,2026-03-04,0.01,500.0,8413,KLWX,beam_in_cloud,40.0,38.0,2.0,1.18,7.33,8941,25.9,2.59,warm,bright_band
THV,2026-03-04 16:31,2026-03-04,0.01,1500.0,5874,KLWX,beam_in_cloud,41.0,39.0,2.0,6.77,14.14,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 16:35,2026-03-04,0.01,1000.0,5874,KLWX,beam_in_cloud,41.0,39.0,1.75,6.77,14.52,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 16:42,2026-03-04,0.02,500.0,5874,KLWX,beam_in_cloud,41.0,39.0,1.5,6.77,7.33,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 16:53,2026-03-04,0.03,400.0,5874,KLWX,beam_in_cloud,41.0,40.0,1.25,6.77,7.15,8941,25.9,2.59,warm,below_freeze
CXY,2026-03-04 16:56,2026-03-04,0.01,500.0,8413,KLWX,beam_in_cloud,41.0,39.0,2.0,1.18,7.33,8941,25.9,2.59,warm,bright_band
MDT,2026-03-04 16:56,2026-03-04,0.01,2200.0,8493,KLWX,beam_in_cloud,40.0,39.0,1.5,1.0,12.65,8941,25.9,2.59,warm,bright_band
RDG,2026-03-04 17:13,2026-03-04,0.01,1400.0,7642,KDIX,beam_in_cloud,48.0,41.0,4.0,3.04,14.24,8941,25.9,2.59,warm,bright_band
THV,2026-03-04 17:15,2026-03-04,0.01,400.0,5874,KLWX,beam_in_cloud,42.0,40.0,2.0,6.77,7.15,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 17:22,2026-03-04,0.01,400.0,5874,KLWX,beam_in_cloud,42.0,40.0,2.5,6.77,7.15,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 17:36,2026-03-04,0.01,500.0,5874,KLWX,beam_in_cloud,42.0,40.0,3.0,6.77,7.33,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 17:53,2026-03-04,0.01,500.0,5874,KLWX,beam_in_cloud,42.0,40.0,3.0,6.77,7.33,8941,25.9,2.59,warm,below_freeze
RDG,2026-03-04 17:54,2026-03-04,0.01,1500.0,7642,KDIX,beam_in_cloud,48.0,42.0,6.0,3.04,14.14,8941,25.9,2.59,warm,bright_band
CXY,2026-03-04 17:56,2026-03-04,0.01,500.0,8413,KLWX,beam_in_cloud,42.0,39.0,1.0,1.18,7.33,8941,25.9,2.59,warm,bright_band
SEG,2026-03-04 19:53,2026-03-04,0.01,1200.0,6608,KCCX,beam_in_cloud,43.0,39.0,7.0,5.01,14.44,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 20:31,2026-03-04,0.01,300.0,5874,KLWX,beam_in_cloud,43.0,41.0,2.0,6.77,6.99,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 20:45,2026-03-04,0.01,400.0,5874,KLWX,beam_in_cloud,43.0,41.0,1.5,6.77,7.15,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 20:53,2026-03-04,0.01,500.0,5874,KLWX,beam_in_cloud,43.0,42.0,1.5,6.77,7.33,8941,25.9,2.59,warm,below_freeze
SEG,2026-03-04 21:53,2026-03-04,0.01,5500.0,6608,KCCX,beam_in_cloud,42.0,40.0,4.0,5.01,7.44,8941,25.9,2.59,warm,below_freeze
N79,2026-03-04 21:55,2026-03-04,0.01,700.0,5431,KDIX,beam_in_cloud,42.0,42.0,3.0,7.56,8.43,8941,25.9,2.59,warm,below_freeze
SEG,2026-03-04 22:51,2026-03-04,0.02,2100.0,6608,KCCX,beam_in_cloud,42.8,39.2,1.75,5.01,12.9,8941,25.9,2.59,warm,below_freeze
SEG,2026-03-04 22:52,2026-03-04,0.02,2000.0,6608,KCCX,beam_in_cloud,42.0,40.0,1.75,5.01,13.15,8941,25.9,2.59,warm,below_freeze
N79,2026-03-04 23:15,2026-03-04,0.02,,5431,KDIX,no_ceiling,41.0,41.0,5.0,7.56,,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 23:30,2026-03-04,0.01,400.0,5874,KLWX,beam_in_cloud,42.0,42.0,2.5,6.77,7.15,8941,25.9,2.59,warm,below_freeze
N79,2026-03-04 23:35,2026-03-04,0.03,,5431,KDIX,no_ceiling,41.0,41.0,4.0,7.56,,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 23:38,2026-03-04,0.01,400.0,5874,KLWX,beam_in_cloud,42.0,42.0,2.0,6.77,7.15,8941,25.9,2.59,warm,below_freeze
THV,2026-03-04 23:53,2026-03-04,0.01,400.0,5874,KLWX,beam_in_cloud,42.0,41.0,2.5,6.77,7.15,8941,25.9,2.59,warm,below_freeze
N79,2026-03-04 23:55,2026-03-04,0.03,,5431,KDIX,no_ceiling,41.0,41.0,5.0,7.56,,8941,25.9,2.59,warm,below_freeze
THV,2026-03-05 07:32,2026-03-05,0.01,,5874,KLWX,no_ceiling,42.0,42.0,0.5,9.08,,9915,29.5,2.57,warm,below_freeze
THV,2026-03-05 07:43,2026-03-05,0.01,,5874,KLWX,no_ceiling,42.0,42.0,0.25,9.08,,9915,29.5,2.57,warm,below_freeze
MDT,2026-03-05 07:43,2026-03-05,0.01,,8493,KLWX,no_ceiling,40.0,40.0,0.25,2.71,,9915,29.5,2.57,warm,bright_band
CXY,2026-03-05 07:45,2026-03-05,0.01,,8413,KLWX,no_ceiling,42.0,42.0,0.5,2.87,,9915,29.5,2.57,warm,bright_band
MDT,2026-03-05 07:52,2026-03-05,0.01,,8493,KLWX,no_ceiling,39.2,39.2,0.25,2.71,,9915,29.5,2.57,warm,bright_band
SEG,2026-03-05 07:53,2026-03-05,0.01,,6608,KCCX,no_ceiling,40.0,39.0,0.25,7.05,,9915,29.5,2.57,warm,below_freeze
THV,2026-03-05 07:53,2026-03-05,0.01,,5874,KLWX,no_ceiling,42.0,41.0,0.25,9.08,,9915,29.5,2.57,warm,below_freeze
CXY,2026-03-05 07:56,2026-03-05,0.01,,8413,KLWX,no_ceiling,42.0,42.0,0.5,2.87,,9915,29.5,2.57,warm,bright_band
MDT,2026-03-05 07:56,2026-03-05,0.01,,8493,KLWX,no_ceiling,40.0,40.0,0.25,2.71,,9915,29.5,2.57,warm,bright_band
SEG,2026-03-05 08:01,2026-03-05,0.01,,6608,KCCX,no_ceiling,39.0,39.0,0.5,7.05,,9915,29.5,2.57,warm,below_freeze
MDT,2026-03-05 08:32,2026-03-05,0.01,,8493,KLWX,no_ceiling,41.0,41.0,0.25,2.71,,9915,29.5,2.57,warm,bright_band
N79,2026-03-05 08:35,2026-03-05,0.03,,5431,KDIX,no_ceiling,40.3,40.3,2.0,10.3,,9915,29.5,2.57,warm,below_freeze
SEG,2026-03-05 08:42,2026-03-05,0.06,,6608,KCCX,no_ceiling,40.0,39.0,0.5,7.05,,9915,29.5,2.57,warm,below_freeze
MDT,2026-03-05 08:46,2026-03-05,0.02,,8493,KLWX,no_ceiling,41.0,41.0,0.5,2.71,,9915,29.5,2.57,warm,bright_band
SEG,2026-03-05 08:53,2026-03-05,0.08,,6608,KCCX,no_ceiling,39.0,39.0,0.5,7.05,,9915,29.5,2.57,warm,below_freeze
LNS,2026-03-05 08:53,2026-03-05,0.01,,9420,KDIX,no_ceiling,42.0,42.0,0.25,0.94,,9915,29.5,2.57,warm,bright_band
N79,2026-03-05 08:55,2026-03-05,0.06,,5431,KDIX,no_ceiling,40.0,40.0,3.0,10.3,,9915,29.5,2.57,warm,below_freeze
MUI,2026-03-05 08:55,2026-03-05,0.03,,9189,KCCX,no_ceiling,42.8,42.3,0.5,1.38,,9915,29.5,2.57,warm,bright_band
CXY,2026-03-05 08:56,2026-03-05,0.01,,8413,KLWX,no_ceiling,42.0,42.0,0.75,2.87,,9915,29.5,2.57,warm,bright_band
MDT,2026-03-05 08:56,2026-03-05,0.02,,8493,KLWX,no_ceiling,40.0,40.0,0.5,2.71,,9915,29.5,2.57,warm,bright_band
RDG,2026-03-05 09:01,2026-03-05,0.01,,7642,KDIX,no_ceiling,45.0,42.0,0.5,4.38,,9915,29.5,2.57,warm,below_freeze
ZER,2026-03-05 09:15,2026-03-05,0.01,100.0,8582,KCCX,beam_in_cloud,37.4,37.4,0.25,2.54,7.72,9915,29.5,2.57,warm,bright_band
N79,2026-03-05 09:15,2026-03-05,0.03,,5431,KDIX,no_ceiling,40.3,40.3,2.5,10.3,,9915,29.5,2.57,warm,below_freeze
RDG,2026-03-05 09:24,2026-03-05,0.04,,7642,KDIX,no_ceiling,44.0,42.0,0.25,4.38,,9915,29.5,2.57,warm,below_freeze
SEG,2026-03-05 09:27,2026-03-05,0.02,400.0,6608,KCCX,beam_in_cloud,40.0,39.0,1.25,7.05,7.07,9915,29.5,2.57,warm,below_freeze
HZL,2026-03-05 09:35,2026-03-05,0.02,300.0,7429,KBGM,beam_in_cloud,41.0,37.4,1.75,4.91,7.18,9915,29.5,2.57,warm,below_freeze
ZER,2026-03-05 09:35,2026-03-05,0.02,100.0,8582,KCCX,beam_in_cloud,37.4,37.4,0.25,2.54,7.72,9915,29.5,2.57,warm,bright_band
N79,2026-03-05 09:35,2026-03-05,0.05,,5431,KDIX,no_ceiling,40.6,40.6,6.0,10.3,,9915,29.5,2.57,warm,below_freeze
RDG,2026-03-05 09:42,2026-03-05,0.06,,7642,KDIX,no_ceiling,45.0,42.0,0.5,4.38,,9915,29.5,2.57,warm,below_freeze
MDT,2026-03-05 09:42,2026-03-05,0.01,,8493,KLWX,no_ceiling,39.0,39.0,0.25,2.71,,9915,29.5,2.57,warm,bright_band
SEG,2026-03-05 09:43,2026-03-05,0.05,,6608,KCCX,no_ceiling,40.0,39.0,1.0,7.05,,9915,29.5,2.57,warm,below_freeze
CXY,2026-03-05 09:47,2026-03-05,0.02,300.0,8413,KLWX,beam_in_cloud,42.0,42.0,1.0,2.87,7.18,9915,29.5,2.57,warm,bright_band
SEG,2026-03-05 09:53,2026-03-05,0.07,600.0,6608,KCCX,beam_in_cloud,40.0,40.0,1.0,7.05,6.85,9915,29.5,2.57,warm,below_freeze
RDG,2026-03-05 09:54,2026-03-05,0.06,400.0,7642,KDIX,beam_in_cloud,45.0,42.0,0.5,4.38,7.07,9915,29.5,2.57,warm,below_freeze
HZL,2026-03-05 09:55,2026-03-05,0.03,300.0,7429,KBGM,beam_in_cloud,41.0,39.2,4.0,4.91,7.18,9915,29.5,2.57,warm,below_freeze
ZER,2026-03-05 09:55,2026-03-05,0.03,100.0,8582,KCCX,beam_in_cloud,37.4,37.4,0.25,2.54,7.72,9915,29.5,2.57,warm,bright_band
N79,2026-03-05 09:55,2026-03-05,0.08,,5431,KDIX,no_ceiling,41.0,41.0,2.5,10.3,,9915,29.5,2.57,warm,below_freeze
MUI,2026-03-05 09:55,2026-03-05,0.04,300.0,9189,KCCX,beam_in_cloud,43.0,42.6,1.5,1.38,7.18,9915,29.5,2.57,warm,bright_band
CXY,2026-03-05 09:56,2026-03-05,0.02,300.0,8413,KLWX,beam_in_cloud,42.0,42.0,0.75,2.87,7.18,9915,29.5,2.57,warm,bright_band
MDT,2026-03-05 09:56,2026-03-05,0.02,,8493,KLWX,no_ceiling,41.0,41.0,0.25,2.71,,9915,29.5,2.57,warm,bright_band
MDT,2026-03-05 10:03,2026-03-05,0.01,,8493,KLWX,no_ceiling,41.0,41.0,0.5,2.71,,9915,29.5,2.57,warm,bright_band
SEG,2026-03-05 10:06,2026-03-05,0.01,800.0,6608,KCCX,beam_in_cloud,40.0,39.0,0.75,7.05,6.64,9915,29.5,2.57,warm,below_freeze
RDG,2026-03-05 10:08,2026-03-05,0.01,400.0,7642,KDIX,beam_in_cloud,45.0,42.0,0.75,4.38,7.07,9915,29.5,2.57,warm,below_freeze
HZL,2026-03-05 10:15,2026-03-05,0.01,1100.0,7429,KBGM,beam_in_cloud,41.0,39.2,3.0,4.91,6.31,9915,29.5,2.57,warm,below_freeze
N79,2026-03-05 10:15,2026-03-05,0.03,,5431,KDIX,no_ceiling,40.3,40.3,0.75,10.3,,9915,29.5,2.57,warm,below_freeze
MDT,2026-03-05 10:19,2026-03-05,0.01,,8493,KLWX,no_ceiling,40.0,40.0,0.25,2.71,,9915,29.5,2.57,warm,bright_band
CXY,2026-03-05 10:22,2026-03-05,0.03,300.0,8413,KLWX,beam_in_cloud,42.0,42.0,1.0,2.87,7.18,9915,29.5,2.57,warm,bright_band
SEG,2026-03-05 10:23,2026-03-05,0.04,600.0,6608,KCCX,beam_in_cloud,40.0,40.0,1.25,7.05,6.85,9915,29.5,2.57,warm,below_freeze
RDG,2026-03-05 10:26,2026-03-05,0.01,,7642,KDIX,no_ceiling,45.0,43.0,0.5,4.38,,9915,29.5,2.57,warm,below_freeze
MDT,2026-03-05 10:30,2026-03-05,0.02,,8493,KLWX,no_ceiling,41.0,41.0,0.5,2.71,,9915,29.5,2.57,warm,bright_band
RDG,2026-03-05 10:35,2026-03-05,0.01,400.0,7642,KDIX,beam_in_cloud,45.0,42.0,0.75,4.38,7.07,9915,29.5,2.57,warm,below_freeze
HZL,2026-03-05 10:35,2026-03-05,0.04,300.0,7429,KBGM,beam_in_cloud,41.0,39.2,4.0,4.91,7.18,9915,29.5,2.57,warm,below_freeze
ZER,2026-03-05 10:35,2026-03-05,0.01,100.0,8582,KCCX,beam_in_cloud,37.4,37.4,0.25,2.54,7.72,9915,29.5,2.57,warm,bright_band
N79,2026-03-05 10:35,2026-03-05,0.05,,5431,KDIX,no_ceiling,40.3,40.3,2.0,10.3,,9915,29.5,2.57,warm,below_freeze
RDG,2026-03-05 10:39,2026-03-05,0.02,500.0,7642,KDIX,beam_in_cloud,45.0,42.0,1.0,4.38,6.96,9915,29.5,2.57,warm,below_freeze
RDG,2026-03-05 10:46,2026-03-05,0.02,500.0,7642,KDIX,beam_in_cloud,44.0,42.0,0.5,4.38,6.96,9915,29.5,2.57,warm,below_freeze
CXY,2026-03-05 10:48,2026-03-05,0.06,500.0,8413,KLWX,beam_in_cloud,42.0,42.0,0.75,2.87,6.96,9915,29.5,2.57,warm,bright_band
SEG,2026-03-05 10:53,2026-03-05,0.06,800.0,6608,KCCX,beam_in_cloud,40.0,39.0,1.5,7.05,6.64,9915,29.5,2.57,warm,below_freeze
LNS,2026-03-05 10:53,2026-03-05,0.01,,9420,KDIX,no_ceiling,42.0,42.0,0.25,0.94,,9915,29.5,2.57,warm,bright_band
MDT,2026-03-05 10:53,2026-03-05,0.03,400.0,8493,KLWX,beam_in_cloud,42.8,41.0,0.5,2.71,7.07,9915,29.5,2.57,warm,bright_band
RDG,2026-03-05 10:54,2026-03-05,0.02,500.0,7642,KDIX,beam_in_cloud,45.0,43.0,0.5,4.38,6.96,9915,29.5,2.57,warm,below_freeze
HZL,2026-03-05 10:55,2026-03-05,0.05,300.0,7429,KBGM,beam_in_cloud,41.0,39.2,5.0,4.91,7.18,9915,29.5,2.57,warm,below_freeze
